mpid	formula	family	N_atoms	structure	N_atoms2	max1	max2	dim	Bulk_Space	Bulk_Point	Centrosymmetric	Band_Gap	Formation_Energy	E_hull	Mono_Space	Centrosymmectric	Mono_Point
mp-680111	CdI2	TF2	12	1D or 2D	96	3	12	2	P3m1	3m	FALSE	2.3667	-0.590651825	0.001749047	P-3m1	TRUE	-3m
mp-570882	CdI2	TF2	18	1D or 2D	144	3	12	2	P3m1	3m	FALSE	2.3695	-0.591319172	0.0010817	P3m1	FALSE	3m
mp-570511	CdI2	TF2	15	1D or 2D	120	3	12	2	P3m1	3m	FALSE	2.3711	-0.59130121	0.001099662	P-3m1	TRUE	-3m
mp-571519	CdI2	TF2	21	1D or 2D	168	3	12	2	P3m1	3m	FALSE	2.3711	-0.591360666	0.001040205	P3m1	FALSE	3m
mp-571654	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.3715	-0.591759282	0.00064159	P-3m1	TRUE	-3m
mp-571593	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.3724	-0.59144836	0.000952512	P3m1	FALSE	3m
mp-568233	CdI2	TF2	6	1D or 2D	48	3	12	2	R-3m	-3m	TRUE	2.3727	-0.590862223	0.001538649	R-3m	TRUE	-3m
mp-570165	CdI2	TF2	27	1D or 2D	216	3	12	2	P3m1	3m	FALSE	2.3729	-0.591770795	0.000630077	P-3m1	TRUE	-3m
mp-570559	CdI2	TF2	15	1D or 2D	120	3	12	2	P3m1	3m	FALSE	2.3729	-0.591301462	0.00109941	P-3m1	TRUE	-3m
mp-571613	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.3732	-0.591955705	0.000445167	P-3m1	TRUE	-3m
mp-571605	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.3733	-0.591471077	0.000929795	P-3m1	TRUE	-3m
mp-571615	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.3739	-0.591715827	0.000685045	P-3m1	TRUE	-3m
mp-582084	CdI2	TF2	54	1D or 2D	432	3	12	2	P3m1	3m	FALSE	2.3746	-0.59212034	0.000280532	P-3m1	TRUE	-3m
mp-571603	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.3757	-0.591973368	0.000427504	P-3m1	TRUE	-3m
mp-569964	CdI2	TF2	24	1D or 2D	192	3	12	2	P3m1	3m	FALSE	2.3769	-0.591346402	0.00105447	P3m1	FALSE	3m
mp-573588	CdI2	TF2	12	1D or 2D	96	3	12	2	R-3m	-3m	TRUE	2.3783	-0.585055078	0.007345794		FALSE	
mp-570263	CdI2	TF2	27	1D or 2D	216	3	12	2	P3m1	3m	FALSE	2.3789	-0.592161568	0.000239304	P3m1	FALSE	3m
mp-571197	CdI2	TF2	21	1D or 2D	168	3	12	2	P3m1	3m	FALSE	2.3796	-0.591401896	0.000998976	P-3m1	TRUE	-3m
mp-571595	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.38	-0.591785519	0.000615353	P-3m1	TRUE	-3m
mp-571668	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.3807	-0.591661776	0.000739096	P-3m1	TRUE	-3m
mp-570671	CdI2	TF2	18	1D or 2D	144	3	12	2	P3m1	3m	FALSE	2.3821	-0.591929043	0.000471829	P-3m1	TRUE	-3m
mp-573608	CdI2	TF2	12	1D or 2D	96	3	12	2	R-3m	-3m	TRUE	2.3845	-0.584668101	0.007732771		FALSE	
mp-571592	CdI2	TF2	24	1D or 2D	192	3	12	2	P3m1	3m	FALSE	2.386	-0.591930192	0.00047068	P-3m1	TRUE	-3m
mp-569666	CdI2	TF2	51	1D or 2D	408	3	12	2	P3m1	3m	FALSE	2.3896	-0.592292573	0.000108299	P-3m1	TRUE	-3m
mp-569722	CdI2	TF2	51	1D or 2D	408	3	12	2	P3m1	3m	FALSE	2.3912	-0.592226009	0.000174863	P-3m1	TRUE	-3m
mp-571516	CdI2	TF2	48	1D or 2D	384	3	12	2	P3m1	3m	FALSE	2.3913	-0.592029527	0.000371345	P-3m1	TRUE	-3m
mp-570448	CdI2	TF2	39	1D or 2D	312	3	12	2	P3m1	3m	FALSE	2.3929	-0.592334368	6.65E-05	P-3m1	TRUE	-3m
mp-570781	CdI2	TF2	18	1D or 2D	144	3	12	2	P3m1	3m	FALSE	2.393	-0.592040644	0.000360228	P-3m1	TRUE	-3m
mp-570089	CdI2	TF2	36	1D or 2D	288	3	12	2	P6_3mc	6mm	FALSE	2.3953	-0.592286423	0.000114449	P3m1	FALSE	3m
mp-571660	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.3968	-0.592309936	9.09E-05	P3m1	FALSE	3m
mp-570939	CdI2	TF2	18	1D or 2D	144	3	12	2	P3m1	3m	FALSE	2.4005	-0.592217977	0.000182895	P3m1	FALSE	3m
mp-571225	CdI2	TF2	21	1D or 2D	168	3	12	2	P3m1	3m	FALSE	2.4015	-0.592289262	0.00011161	P3m1	FALSE	3m
mp-571667	CdI2	TF2	39	1D or 2D	312	3	12	2	P3m1	3m	FALSE	2.4047	-0.592261728	0.000139144	P3m1	FALSE	3m
mp-582042	CdI2	TF2	45	1D or 2D	360	3	12	2	P3m1	3m	FALSE	2.4049	-0.592400872	0	P-3m1	TRUE	-3m
mp-570552	CdI2	TF2	39	1D or 2D	312	3	12	2	P3m1	3m	FALSE	2.4065	-0.592307727	9.31E-05	P3m1	FALSE	3m
mp-570492	CdI2	TF2	39	1D or 2D	312	3	12	2	P3m1	3m	FALSE	2.4084	-0.592343689	5.72E-05	P-3m1	TRUE	-3m
mp-570610	CdI2	TF2	39	1D or 2D	312	3	12	2	P3m1	3m	FALSE	2.4115	-0.592369433	3.14E-05	P-3m1	TRUE	-3m
mp-569468	CdI2	TF2	48	1D or 2D	384	3	12	2	P3m1	3m	FALSE	2.414	-0.592283683	0.000117189	P3m1	FALSE	3m
mp-567259	CdI2	TF2	3	1D or 2D	24	3	12	2	P-3m1	-3m	TRUE	2.419	-0.590674378	0.001726494	P-3m1	TRUE	-3m
mp-571579	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.4237	-0.592303806	9.71E-05	P3m1	FALSE	3m
mp-574663	CdI2	TF2	12	1D or 2D	96	3	12	2	R3m	3m	FALSE	2.4303	-0.58587495	0.006525922		FALSE	
mp-571635	CdI2	TF2	36	1D or 2D	288	3	12	2	P3m1	3m	FALSE	2.4398	-0.591881014	0.000519857	P-3m1	TRUE	-3m
mp-571616	CdI2	TF2	30	1D or 2D	240	3	12	2	P3m1	3m	FALSE	2.441	-0.59216374	0.000237132	P-3m1	TRUE	-3m
mp-571567	CdI2	TF2	24	1D or 2D	192	3	12	2	P3m1	3m	FALSE	2.4482	-0.591657605	0.000743267	P-3m1	TRUE	-3m
mp-620029	MoCl2	TF2	36	1D or 2D	288	36	144	2	Cmce	mmm	FALSE	2.4548	-1.323426258	0	Pbam	TRUE	mmm
mp-29498	WBr2	TF2	36	1D or 2D	288	36	144	2	Cmce	mmm	FALSE	2.4687	-0.495945684	0	Pbam	TRUE	mmm
mp-554340	CrF2	TF2	6	1D or 2D	48	6	24	2	P2_1/c	2/m	FALSE	2.5732	-2.523753512	0	P2_1/c	FALSE	2/m
mp-568722	CdBr2	TF2	6	1D or 2D	48	3	12	2	R-3m	-3m	TRUE	2.8587	-0.88989891	0.001629648	R-3m	TRUE	-3m
mp-568690	CdBr2	TF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	2.8796	-0.890554145	0.000974413	R-3m	TRUE	-3m
mp-27934	CdBr2	TF2	6	1D or 2D	48	3	12	2	P6_3mc	6mm	FALSE	2.938	-0.891528558	0	P3m1	FALSE	3m
mp-632403	CdCl2	TF2	3	1D or 2D	24	3	12	2	P1	1	FALSE	2.9972	-1.405485472	0.0801739	P1	FALSE	1
mp-569960	ZnBr2	TF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	3.2848	-0.826459298	0.086471337	R-3m	TRUE	-3m
mp-695850	CdCl2	TF2	3	1D or 2D	24	3	12	2	P1	1	FALSE	3.5144	-1.462556602	0.02310277	P1	FALSE	1
mp-22881	CdCl2	TF2	3	1D or 2D	24	3	12	2	R-3m	-3m	TRUE	3.5214	-1.485659372	0	R-3m	TRUE	-3m
mp-567279	ZnCl2	TF2	6	1D or 2D	48	3	12	2	P4_2/nmc	4/mmm	TRUE	3.8763	-1.533868946	0.004688237	P-4m2	FALSE	-42m
mp-550070	NbBr2O	TF2O	8	1D or 2D	64	8	32	2	P1	1	FALSE	0.0735	-1.715561569	0	P1	FALSE	1
mp-32450	VBr2O	TF2O	4	1D or 2D	32	4	16	2	P-1	-1	TRUE	0.733	-1.343846907	0.010391736	P-1	TRUE	-1
mp-29132	RuCl2O	TF2O	4	1D or 2D	32	4	16	2	C2/m	2/m	TRUE	0.7523	-1.212198513	0	P2/m	TRUE	2/m
mp-29133	OsCl2O	TF2O	4	1D or 2D	32	4	16	2	C2/m	2/m	TRUE	0.7993	-1.150769063	0	P2/m	TRUE	2/m
mp-549720	NbI2O	TF2O	8	1D or 2D	64	8	32	2	P1	1	FALSE	0.8338	-1.435071433	0	P1	FALSE	1
mp-29027	TaI2O	TF2O	8	1D or 2D	64	8	32	2	C2/m	2/m	TRUE	0.8813	-1.500462959	0	P2/m	TRUE	2/m
mp-540793	VCl2O	TF2O	4	1D or 2D	32	4	16	2	Immm	mmm	TRUE	1.2211	-1.849729237	0.092714376	Pmmm	TRUE	mmm
mp-690526	VCl2O	TF2O	8	1D or 2D	64	8	32	2	P-1	-1	TRUE	1.6191	-1.854107872	0.088335741	P-1	TRUE	-1
mp-27734	CrBr3	TF3	24	1D or 2D	192	8	32	2	P3	3	FALSE	1.267	-0.809505544	0	P3	FALSE	3
mp-27630	CrCl3	TF3	8	1D or 2D	64	8	32	2	C2/m	2/m	TRUE	1.4075	-1.560449556	0.001382092	C2/m	TRUE	2/m
mp-569890	CrCl3	TF3	24	1D or 2D	192	8	32	2	P3_212	32	FALSE	1.452	-1.561831648	0	C2	FALSE	2
mp-567504	CrCl3	TF3	8	1D or 2D	64	8	32	2	R-3	-3	TRUE	1.5182	-1.560385174	0.001446474	R-3	TRUE	-3
mp-23232	FeBr3	TF3	8	1D or 2D	64	8	32	2	R-3	-3	TRUE	0.0254	-0.351252634	0	R-3	TRUE	-3
mp-23204	FeCl3	TF3	8	1D or 2D	64	8	32	2	R-3	-3	TRUE	0.0088	-1.054445119	0.095503547	R-3	TRUE	-3
mp-583463	FeCl3	TF3	24	1D or 2D	192	8	32	2	P312	32	FALSE	0.4227	-1.149948665	0	P3	FALSE	3
mp-27397	IrBr3	TF3	8	1D or 2D	64	8	32	2	C2/m	2/m	TRUE	1.5565	-0.299174658	0	C2/m	TRUE	2/m
mp-27666	IrCl3	TF3	8	1D or 2D	64	8	32	2	C2/m	2/m	TRUE	1.8911	-0.926873681	0	C2/m	TRUE	2/m
mp-765939	MnF3	TF3	8	1D or 2D	64	8	32	2	C2/m	2/m	TRUE	1.3373	-2.339255491	0.091898557	C2/m	TRUE	2/m
mp-22853	MoCl3	TF3	8	1D or 2D	64	8	32	2	C2/m	2/m	TRUE	0.1508	-1.26932778	0.033349298	C2/m	TRUE	2/m
mp-568394	MoCl3	TF3	16	1D or 2D	128	8	32	2	C2/c	2/m	TRUE	0.5489	-1.268384756	0.034292322	C2	FALSE	2
mp-684640	MoCl3	TF3	32	1D or 2D	256	8	32	2	C2/c	2/m	TRUE	1.1926	-1.258942829	0.043734249	P-1	TRUE	-1
mp-23174	ReCl3	TF3	24	1D or 2D	192	24	96	2	R-3m	-3m	TRUE	0.9625	-1.116699039	0	R-3m	TRUE	-3m
mp-27871	RhBr3	TF3	8	1D or 2D	64	8	32	2	C2/m	2/m	TRUE	1.2551	-0.452416024	0	C2/m	TRUE	2/m
mp-27770	RhCl3	TF3	8	1D or 2D	64	8	32	2	C2/m	2/m	TRUE	1.5212	-1.064718535	0	C2/m	TRUE	2/m
mp-570997	RuCl3	TF3	24	1D or 2D	192	8	32	2	P3_112	32	FALSE	0	-0.954884566	0.030474657	C2/m	TRUE	2/m
mp-23309	ScCl3	TF3	8	1D or 2D	64	8	32	2	R-3	-3	TRUE	3.8723	-2.563925349	0	R-3	TRUE	-3
mp-571065	TiBr3	TF3	8	1D or 2D	64	8	32	2	R-3	-3	TRUE	0	-1.227347066	0.001839908	R-3	TRUE	-3
mp-28214	TiBr3	TF3	8	1D or 2D	64	8	32	2	P-1	-1	TRUE	0.0152	-1.229186974	0	P-1	TRUE	-1
mp-23275	TiCl3	TF3	8	1D or 2D	64	8	32	2	R-3	-3	TRUE	0	-2.02727742	0.02809118	R-3	TRUE	-3
mp-567330	TiCl3	TF3	16	1D or 2D	128	8	32	2	P-31c	-3m	TRUE	0	-2.027044962	0.028323638	P312	FALSE	32
mp-568230	TiCl3	TF3	24	1D or 2D	192	8	32	2	P312	32	FALSE	0.0002	-2.027263675	0.028104925	P31m	FALSE	3m
mp-567354	TiCl3	TF3	8	1D or 2D	64	8	32	2	P-31m	-3m	TRUE	0.0032	-2.026761253	0.028607348	P-31m	TRUE	-3m
mp-571377	TiCl3	TF3	24	1D or 2D	192	8	32	2	C2/m	2/m	TRUE	0.0132	-2.029105822	0.026262778	Cm	FALSE	m
mp-569756	TiCl3	TF3	24	1D or 2D	192	8	32	2	P3_112	32	FALSE	0.023	-2.029309164	0.026059437	C2	FALSE	2
mp-571424	TiCl3	TF3	16	1D or 2D	128	8	32	2	C2/c	2/m	TRUE	0.0319	-2.028399129	0.026969471	C2	FALSE	2
mp-28117	VCl3	TF3	8	1D or 2D	64	8	32	2	R-3	-3	TRUE	0	-1.680875776	0	R-3	TRUE	-3
mp-754815	YBr3	TF3	8	1D or 2D	64	8	32	2	C2/m	2/m	TRUE	3.9765	-1.921880582	0	C2/m	TRUE	2/m
mp-27455	YCl3	TF3	8	1D or 2D	64	8	32	2	C2/m	2/m	TRUE	4.9301	-2.727766066	0	C2/m	TRUE	2/m
mp-571442	YI3	TF3	8	1D or 2D	64	8	32	2	R-3	-3	TRUE	3.0417	-1.440193699	0	R-3	TRUE	-3
mp-569391	ZrCl3	TF3	8	1D or 2D	64	8	32	2	P-31m	-3m	TRUE	0	-2.117226491	0.06378837	P-31m	TRUE	-3m
mp-685155	ZrCl3	TF3	8	1D or 2D	64	8	32	2	R-3	-3	TRUE	0.0107	-2.106370586	0.074644275	R-3	TRUE	-3
mp-1416	NbF4	TF4	5	1D or 2D	40	5	20	2	I4/mmm	4/mmm	TRUE	0	-2.833737448	0.068864197	P4/mmm	TRUE	4/mmm
mp-765921	MnF4	TF4	10	1D or 2D	80	10	40	2	P2_1/c	2/m	FALSE	0.1108	-1.975196407	0.057551255	P2_1/c	FALSE	2/m
mp-766790	VF4	TF4	30	1D or 2D	240	30	120	2	P-1	-1	TRUE	0.7377	-2.602034149	0.04677625	P-1	TRUE	-1
mp-850937	VF4	TF4	20	1D or 2D	160	20	80	2	P2_1/c	2/m	FALSE	1.7013	-2.623515282	0.025295117	P2_1/c	FALSE	2/m
mp-863878	VF4	TF4	20	1D or 2D	160	20	80	2	P2_1/c	2/m	FALSE	1.9323	-2.607450224	0.041360175	P2_1/c	FALSE	2/m
mp-765919	VF4	TF4	10	1D or 2D	80	10	40	2	Pc	m	FALSE	2.15	-2.635854251	0.012956148	Pc	FALSE	m
mp-765215	VF4	TF4	40	1D or 2D	320	20	80	2	Pnma	mmm	TRUE	2.1934	-2.639396731	0.009413669	Pmn2_1	FALSE	mm2
mp-765237	VF4	TF4	10	1D or 2D	80	10	40	2	P1	1	FALSE	2.2356	-2.643317227	0.005493172	P1	FALSE	1
mp-554799	VF4	TF4	10	1D or 2D	80	10	40	2	P2_1/c	2/m	FALSE	2.2417	-2.648810399	0	P2_1/c	FALSE	2/m
mp-27848	TiIN	TFN	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	0	-1.278267146	0	Pmmn	TRUE	mmm
mp-27849	TiBrN	TFN	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	0.5597	-1.508922266	0	Pmmn	TRUE	mmm
mp-580886	ZrIN	TFN	6	1D or 2D	48	6	24	2	R-3m	-3m	TRUE	0.7368	-1.473392425	0.029719405	R-3m	TRUE	-3m
mp-567441	HfIN	TFN	6	1D or 2D	48	6	24	2	R-3m	-3m	TRUE	1.0065	-1.539149257	0	R-3m	TRUE	-3m
mp-23052	ZrIN	TFN	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	1.2218	-1.50311183	0	Pmmn	TRUE	mmm
mp-541912	ZrBrN	TFN	6	1D or 2D	48	6	24	2	R-3m	-3m	TRUE	1.4423	-1.735137318	0	R-3m	TRUE	-3m
mp-570157	ZrBrN	TFN	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	1.6958	-1.721133562	0.014003757	Pmmn	TRUE	mmm
mp-30302	HfBrN	TFN	6	1D or 2D	48	6	24	2	R-3m	-3m	TRUE	1.9205	-1.82818815	0.0114586	R-3m	TRUE	-3m
mp-568346	HfBrN	TFN	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	2.1309	-1.83964675	0	Pmmn	TRUE	mmm
mp-557250	HgINO3	TFNO3	24	1D or 2D	192	12	48	2	Pnma	mmm	TRUE	1.9524	-0.761364099	0	Pmc2_1	FALSE	mm2
mp-22992	TiClO	TFO	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	0	-2.730152807	0.026923901	Pmmn	TRUE	mmm
mp-23002	TiBrO	TFO	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	0	-2.37199666	0.017888213	Pmmn	TRUE	mmm
mp-31725	CrBrO	TFO	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	1.4343	-1.632127615	0.032543025	Pmmn	TRUE	mmm
mp-32497	VBrO	TFO	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	1.4546	-1.805651523	0	Pmmn	TRUE	mmm
mp-25118	VClO	TFO	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	1.6417	-2.175560595	0	Pmmn	TRUE	mmm
mp-24905	CrClO	TFO	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	1.8896	-2.001880123	0	Pmmn	TRUE	mmm
mp-552787	FeClO	TFO	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	1.9415	-1.62339503	0	Pmmn	TRUE	mmm
mp-559760	ScIO	TFO	12	1D or 2D	96	12	48	2	P-1	-1	TRUE	1.9709	-2.788607172	0	P-1	TRUE	-1
mp-754038	YIO	TFO	6	1D or 2D	48	6	24	2	R-3m	-3m	TRUE	2.2197	-2.8828104	0.0641799	R-3m	TRUE	-3m
mp-546279	ScBrO	TFO	6	1D or 2D	48	6	24	2	Pmmn	mmm	TRUE	3.236	-3.02970932	0	Pmmn	TRUE	mmm
mp-753712	YIO	TFO	6	1D or 2D	48	6	24	2	P4/nmm	4/mmm	TRUE	3.4111	-2.9469903	0	P4/nmm	TRUE	4/mmm
mp-754031	YBrO	TFO	6	1D or 2D	48	6	24	2	R-3m	-3m	TRUE	3.6348	-3.151817678	0	R-3m	TRUE	-3m
mp-552120	YClO	TFO	6	1D or 2D	48	6	24	2	R-3m	-3m	TRUE	4.2707	-3.523994498	0	R-3m	TRUE	-3m
mp-768906	YBrO	TFO	6	1D or 2D	48	6	24	2	P4/nmm	4/mmm	TRUE	4.4876	-3.148706941	0.003110737	P4/nmm	TRUE	4/mmm
mp-557685	NbIO2	TFO2	16	1D or 2D	128	8	32	2	Pnma	mmm	TRUE	1.0522	-2.272238514	0	P2_1/m	FALSE	2/m
mp-27384	AgIO3	TFO3	40	1D or 2D	320	20	80	2	Pca2_1	mm2	FALSE	2.4375	-0.728650839	0	Pc	FALSE	m
mp-756342	AgBrO4	TFO4	12	1D or 2D	96	6	24	2	I4_1/a	4/m	TRUE	0.8743	-0.197360404	0.05270282	P-4	FALSE	-4
mp-761301	VIO4	TFO4	24	1D or 2D	192	12	48	2	C2/m	2/m	TRUE	1.0608	-1.534545853	0.084706357	C2/m	TRUE	2/m
mp-22993	AgClO4	TFO4	6	1D or 2D	48	6	24	2	I-42m	-42m	FALSE	2.6807	-0.528106986	0	P-42m	FALSE	-42m
mp-743970	CoH10C4(N2O3)2	TH10C4(N2O3)2	200	1D or 2D	1600	100	400	2	C2/c	2/m	TRUE	2.9398	-0.970209359	0.049818937	P-1	TRUE	-1
mp-698366	ZnH10C4(N2O3)2	TH10C4(N2O3)2	200	1D or 2D	1600	100	400	2	C2/c	2/m	TRUE	4.5822	-0.996499487	0.060438675	P-1	TRUE	-1
mp-24164	CuH2(SeO3)2	TH2(SO3)2	22	1D or 2D	176	22	88	2	P2_1/c	2/m	FALSE	0.2788	-1.210184307	0	P2_1/c	FALSE	2/m
mp-756998	CdH2(SO4)2	TH2(SO4)2	52	1D or 2D	416	26	104	2	P2_1/c	2/m	FALSE	4.4359	-1.708356153	0.006154976	P-1	TRUE	-1
mp-32449	VH2O3	TH2O3	12	1D or 2D	96	12	48	2	C2/c	2/m	TRUE	1.8136	-1.918334724	0.02089435	P2/c	TRUE	2/m
mp-761477	CoH2SeO4	TH2SO4	32	1D or 2D	256	16	64	2	P2_1/c	2/m	FALSE	2.6596	-1.343522543	0.021890283	P2_1	FALSE	2
mp-541780	CoH2SeO4	TH2SO4	32	1D or 2D	256	16	64	2	P2_1/c	2/m	FALSE	2.7071	-1.347608343	0.017804484	Pc	FALSE	m
mp-697264	CdH2SeO4	TH2SO4	32	1D or 2D	256	16	64	2	Pnma	mmm	TRUE	3.796	-1.399100987	0.017157843	Pmn2_1	FALSE	mm2
mp-505181	MnH2SO4	TH2SO4	32	1D or 2D	256	16	64	2	P2_1/c	2/m	FALSE	4.0083	-1.662435471	0.072111449	Pc	FALSE	m
mp-635322	MnH2SO4	TH2SO4	32	1D or 2D	256	16	64	2	P2_1/c	2/m	FALSE	4.1165	-1.678830575	0.055716345	Pc	FALSE	m
mp-24591	ZnH2SeO4	TH2SO4	32	1D or 2D	256	16	64	2	P2_1/c	2/m	FALSE	4.3399	-1.446605603	0.020624165	Pc	FALSE	m
mp-743869	VH2SeO5	TH2SO5	18	1D or 2D	144	18	72	2	P-1	-1	TRUE	2.2227	-1.666759086	0.025509505	P-1	TRUE	-1
mp-756748	ScH3(ClO5)2	TH3(FO5)2	64	1D or 2D	512	64	256	2	P2_1/c	2/m	FALSE	4.1321	-1.317683113	0	P2_1/c	FALSE	2/m
mp-24656	YH3(SO4)3	TH3(SO4)3	152	1D or 2D	1216	76	304	2	Pbca	mmm	TRUE	5.288	-2.07446336	0	Pca2_1	FALSE	mm2
mp-24508	ZrH3NF4	TH3NF4	36	1D or 2D	288	36	144	2	P-1	-1	TRUE	4.7782	-2.325249728	0	P-1	TRUE	-1
mp-722862	CdH3NO5	TH3NO5	80	1D or 2D	640	40	160	2	Pbca	mmm	TRUE	3.2456	-1.275531697	0	Pca2_1	FALSE	mm2
mp-690650	ZnH4(ClO3)2	TH4(FO3)2	26	1D or 2D	208	26	104	2	P2_1/c	2/m	FALSE	2.5049	-1.068635413	0.07378189	P2_1/c	FALSE	2/m
mp-756758	CuH4(IO4)2	TH4(FO4)2	30	1D or 2D	240	30	120	2	P2_1/c	2/m	FALSE	0.5463	-1.048237146	0.008877219	P2_1/c	FALSE	2/m
mp-743693	NiH4(IO4)2	TH4(FO4)2	60	1D or 2D	480	30	120	2	Pbca	mmm	TRUE	3.0206	-1.093600631	0.003225937	P2_1/c	FALSE	2/m
mp-696291	ZnH4(NO4)2	TH4(NO4)2	30	1D or 2D	240	30	120	2	P2_1/c	2/m	FALSE	3.314	-1.218576647	0	P2_1/c	FALSE	2/m
mp-722381	CdH4S2O5	TH4S2O5	48	1D or 2D	384	24	96	2	P2_1/c	2/m	FALSE	3.117	-1.362752165	0.054634375	P2_1	FALSE	2
mp-733650	CuH6(SeO4)2	TH6(SO4)2	34	1D or 2D	272	34	136	2	P2_1/c	2/m	FALSE	0.1941	-1.254803129	0.019139714	P2_1/c	FALSE	2/m
mp-744574	CoH6(SeO4)2	TH6(SO4)2	34	1D or 2D	272	34	136	2	P2_1/c	2/m	FALSE	2.9483	-1.337106921	0.010430285	P2_1/c	FALSE	2/m
mp-766515	ZnH6(SeO4)2	TH6(SO4)2	34	1D or 2D	272	34	136	2	P2_1/c	2/m	FALSE	4.263	-1.378364184	0.009644017	P2_1/c	FALSE	2/m
mp-744930	FeH6SO6	TH6SO6	56	1D or 2D	448	56	224	2	P2_1/c	2/m	FALSE	1.4491	-1.508937033	0.036272468	P2_1/c	FALSE	2/m
mp-765484	MnH6SO6	TH6SO6	56	1D or 2D	448	56	224	2	P2_1/c	2/m	FALSE	4.6156	-1.557053088	0.030188078	P2_1/c	FALSE	2/m
mp-680500	PtXeF11	THeF11	52	1D or 2D	416	26	104	2	Pnma	mmm	TRUE	0.3933	-0.755996832	0.030559219	P2_1/m	FALSE	2/m
mp-649601	RuXeF11	THeF11	52	1D or 2D	416	26	104	2	Pnma	mmm	TRUE	0.4736	-0.992244539	0	P2_1/m	FALSE	2/m
mp-28586	AgXeF9	THeF9	22	1D or 2D	176	22	88	2	I4/m	4/m	TRUE	1.5422	-0.601338716	0.019212636	P4/m	TRUE	4/m
mp-24081	ScHCl	THF	6	1D or 2D	48	6	24	2	R-3m	-3m	TRUE	0	-1.609449581	0	R-3m	TRUE	-3m
mp-643743	CuHClO	THFO	16	1D or 2D	128	16	64	2	P2_1/c	2/m	FALSE	0.001	-1.033682706	0.058164395	P2_1/c	FALSE	2/m
mp-644222	CdHClO	THFO	8	1D or 2D	64	4	16	2	P6_3mc	6mm	FALSE	2.4635	-1.45982809	0	P3m1	FALSE	3m
mp-626512	FeHO2	THO2	8	1D or 2D	64	8	32	2	P2_1/m	2/m	FALSE	1.9234	-1.636842115	0.06327408	P2_1/m	FALSE	2/m
mp-626102	FeHO2	THO2	8	1D or 2D	64	8	32	2	Cmc2_1	mm2	FALSE	1.934	-1.689282652	0.010833543	Pmn2_1	FALSE	mm2
mp-774147	FeHO2	THO2	4	1D or 2D	32	4	16	2	P3m1	3m	FALSE	2.1185	-1.627697565	0.07241863	P3m1	FALSE	3m
mp-691133	CrHO2	THO2	16	1D or 2D	128	16	64	2	P2_1/c	2/m	FALSE	2.8264	-2.019760156	0.001088102	P2_1/c	FALSE	2/m
mp-24927	CrHO2	THO2	4	1D or 2D	32	4	16	2	R3m	3m	FALSE	2.9692	-2.020848258	0	R3m	FALSE	3m
mp-625150	ScHO2	THO2	8	1D or 2D	64	8	32	2	Cmc2_1	mm2	FALSE	4.412	-3.013301327	0	Pmn2_1	FALSE	mm2
mp-24242	CuHOF	THOF	16	1D or 2D	128	16	64	2	P2_1/c	2/m	FALSE	0.1204	-1.341580836	0.000299444	P2_1/c	FALSE	2/m
mp-33046	TiN	TN	44	1D or 2D	352	44	176	2	Cm	m	FALSE	0.0027	-1.833106521	0.073084483	Cm	FALSE	m
mp-8200	AgP2	TN2	12	1D or 2D	96	12	48	2	P2_1/c	2/m	FALSE	0.6555	-0.011001071	0.014437379	P2_1/c	FALSE	2/m
mp-1392	ZnP2	TN2	24	1D or 2D	192	24	96	2	P2_1/c	2/m	FALSE	0.7456	-0.245846861	0.003192257	P2_1/c	FALSE	2/m
mp-927	CuP2	TN2	12	1D or 2D	96	12	48	2	P2_1/c	2/m	FALSE	0.8635	-0.116654911	0	P2_1/c	FALSE	2/m
